Measure 2 Condition:
0. +1: 334  +2: 68  +3: 56  +4: 45  +5: 45  +6: 44  +7: 43  +8: 41  +9: 41  +10: 41  +11: 42  +12: 41  +13: 40  +14: 43  +15: 40  +16: 42  +17: 41  +18: 42  +19: 42  +20: 41  -1: 53  -2: 50  -3: 48  -4: 47  -5: 46  -6: 46  -7: 45  -8: 45  -9: 44  -10: 44  -11: 44  -12: 44  -13: 43  -14: 43  -15: 43  -16: 43  -17: 43  -18: 42  -19: 42  -20: 42  
16. +1: 47052  +2: 47100  +3: 47578  +4: 47816  +5: 48321  +6: 48521  +7: 49218  +8: 49213  +9: 49849  +10: 49947  +11: 50120  +12: 50291  +13: 50885  +14: 51473  +15: 52112  +16: 52023  +17: 52655  +18: 52877  +19: 53420  +20: 54103  -1: 46922  -2: 47168  -3: 47448  -4: 47607  -5: 48298  -6: 48401  -7: 48402  -8: 49333  -9: 49299  -10: 49980  -11: 49959  -12: 50573  -13: 50830  -14: 51423  -15: 51785  -16: 52295  -17: 52841  -18: 53157  -19: 53789  -20: 53924  
17. +1: 49994  +2: 50054  +3: 50616  +4: 50861  +5: 51335  +6: 51552  +7: 52323  +8: 52262  +9: 52910  +10: 53083  +11: 53239  +12: 53474  +13: 54113  +14: 54722  +15: 55377  +16: 55324  +17: 55969  +18: 56241  +19: 56776  +20: 57490  -1: 49827  -2: 50128  -3: 50388  -4: 50630  -5: 51344  -6: 51452  -7: 51408  -8: 52447  -9: 52398  -10: 53051  -11: 53122  -12: 53769  -13: 54088  -14: 54683  -15: 55056  -16: 55515  -17: 56158  -18: 56523  -19: 57168  -20: 57323  
18. +1: 52962  +2: 53038  +3: 53603  +4: 53873  +5: 54349  +6: 54598  +7: 55385  +8: 55368  +9: 56042  +10: 56219  +11: 56436  +12: 56694  +13: 57348  +14: 57867  +15: 58642  +16: 58601  +17: 59347  +18: 59586  +19: 60122  +20: 60920  -1: 52779  -2: 53117  -3: 53386  -4: 53699  -5: 54394  -6: 54524  -7: 54395  -8: 55559  -9: 55486  -10: 56196  -11: 56249  -12: 56946  -13: 57233  -14: 57927  -15: 58385  -16: 58763  -17: 59519  -18: 59858  -19: 60575  -20: 60754  
19. +1: 55888  +2: 56002  +3: 56582  +4: 56888  +5: 57368  +6: 57627  +7: 58517  +8: 58481  +9: 59124  +10: 59324  +11: 59638  +12: 59953  +13: 60580  +14: 61095  +15: 61938  +16: 61919  +17: 62653  +18: 62961  +19: 63429  +20: 64268  -1: 55703  -2: 56041  -3: 56351  -4: 56707  -5: 57444  -6: 57575  -7: 57483  -8: 58670  -9: 58632  -10: 59347  -11: 59373  -12: 60173  -13: 60504  -14: 61226  -15: 61620  -16: 62098  -17: 62800  -18: 63116  -19: 63910  -20: 64167  
20. +1: 58854  +2: 58993  +3: 59590  +4: 59903  +5: 60400  +6: 60716  +7: 61530  +8: 61588  +9: 62197  +10: 62446  +11: 62784  +12: 63162  +13: 63775  +14: 64356  +15: 65180  +16: 65202  +17: 65900  +18: 66258  +19: 66837  +20: 67646  -1: 58673  -2: 58999  -3: 59313  -4: 59685  -5: 60430  -6: 60607  -7: 60484  -8: 61766  -9: 61724  -10: 62536  -11: 62456  -12: 63316  -13: 63686  -14: 64467  -15: 64851  -16: 65410  -17: 66118  -18: 66474  -19: 67321  -20: 67521  
21. +1: 61812  +2: 61982  +3: 62569  +4: 62867  +5: 63425  +6: 63735  +7: 64624  +8: 64666  +9: 65277  +10: 65519  +11: 65962  +12: 66375  +13: 66983  +14: 67616  +15: 68414  +16: 68534  +17: 69220  +18: 69590  +19: 70184  +20: 71043  -1: 61614  -2: 61940  -3: 62267  -4: 62681  -5: 63459  -6: 63614  -7: 63544  -8: 64867  -9: 64817  -10: 65664  -11: 65592  -12: 66543  -13: 66883  -14: 67731  -15: 68126  -16: 68696  -17: 69446  -18: 69792  -19: 70686  -20: 70922  
22. +1: 64738  +2: 64935  +3: 65619  +4: 65902  +5: 66500  +6: 66833  +7: 67675  +8: 67727  +9: 68388  +10: 68654  +11: 69131  +12: 69601  +13: 70192  +14: 70839  +15: 71697  +16: 71837  +17: 72555  +18: 72917  +19: 73571  +20: 74456  -1: 64560  -2: 64886  -3: 65206  -4: 65674  -5: 66482  -6: 66636  -7: 66618  -8: 67962  -9: 67876  -10: 68802  -11: 68733  -12: 69737  -13: 70130  -14: 70987  -15: 71409  -16: 71972  -17: 72738  -18: 73208  -19: 74060  -20: 74355  
23. +1: 67719  +2: 67905  +3: 68607  +4: 68967  +5: 69507  +6: 69849  +7: 70761  +8: 70809  +9: 71512  +10: 71696  +11: 72301  +12: 72816  +13: 73354  +14: 74095  +15: 74958  +16: 75121  +17: 75905  +18: 76319  +19: 76989  +20: 77781  -1: 67514  -2: 67829  -3: 68154  -4: 68665  -5: 69486  -6: 69673  -7: 69600  -8: 70996  -9: 71000  -10: 71936  -11: 71901  -12: 72924  -13: 73305  -14: 74210  -15: 74639  -16: 75264  -17: 76091  -18: 76539  -19: 77440  -20: 77864  
24. +1: 70638  +2: 70855  +3: 71556  +4: 72005  +5: 72506  +6: 72926  +7: 73806  +8: 73896  +9: 74581  +10: 74813  +11: 75413  +12: 75907  +13: 76544  +14: 77327  +15: 78239  +16: 78355  +17: 79210  +18: 79612  +19: 80308  +20: 81144  -1: 70476  -2: 70753  -3: 71114  -4: 71726  -5: 72520  -6: 72702  -7: 72680  -8: 74084  -9: 74086  -10: 75004  -11: 75063  -12: 76073  -13: 76437  -14: 77393  -15: 77877  -16: 78598  -17: 79367  -18: 79808  -19: 80778  -20: 81213  
25. +1: 73559  +2: 73736  +3: 74489  +4: 74894  +5: 75455  +6: 75930  +7: 76885  +8: 76914  +9: 77633  +10: 77915  +11: 78504  +12: 78950  +13: 79673  +14: 80474  +15: 81462  +16: 81526  +17: 82465  +18: 82875  +19: 83660  +20: 84472  -1: 73328  -2: 73671  -3: 74031  -4: 74648  -5: 75510  -6: 75716  -7: 75677  -8: 77106  -9: 77122  -10: 78042  -11: 78200  -12: 79188  -13: 79617  -14: 80554  -15: 81061  -16: 81797  -17: 82573  -18: 83071  -19: 84139  -20: 84524  
26. +1: 76467  +2: 76695  +3: 77474  +4: 77897  +5: 78462  +6: 78944  +7: 79957  +8: 79923  +9: 80739  +10: 81054  +11: 81628  +12: 82083  +13: 82850  +14: 83672  +15: 84767  +16: 84799  +17: 85795  +18: 86165  +19: 86970  +20: 87794  -1: 76270  -2: 76652  -3: 77016  -4: 77606  -5: 78498  -6: 78714  -7: 78688  -8: 80203  -9: 80211  -10: 81148  -11: 81345  -12: 82336  -13: 82737  -14: 83738  -15: 84233  -16: 85082  -17: 85883  -18: 86352  -19: 87494  -20: 87966  
27. +1: 79425  +2: 79658  +3: 80396  +4: 80868  +5: 81520  +6: 82027  +7: 82995  +8: 83013  +9: 83865  +10: 84133  +11: 84714  +12: 85203  +13: 86059  +14: 86877  +15: 88016  +16: 88083  +17: 89077  +18: 89534  +19: 90364  +20: 91160  -1: 79237  -2: 79627  -3: 79990  -4: 80541  -5: 81532  -6: 81755  -7: 81780  -8: 83280  -9: 83292  -10: 84238  -11: 84558  -12: 85488  -13: 85941  -14: 87024  -15: 87456  -16: 88350  -17: 89163  -18: 89692  -19: 90845  -20: 91319  
28. +1: 82318  +2: 82580  +3: 83340  +4: 83884  +5: 84514  +6: 85013  +7: 86087  +8: 86142  +9: 86986  +10: 87273  +11: 87825  +12: 88381  +13: 89285  +14: 90038  +15: 91274  +16: 91241  +17: 92335  +18: 92836  +19: 93742  +20: 94602  -1: 82173  -2: 82602  -3: 82957  -4: 83585  -5: 84584  -6: 84767  -7: 84832  -8: 86298  -9: 86402  -10: 87354  -11: 87650  -12: 88676  -13: 89088  -14: 90199  -15: 90634  -16: 91621  -17: 92561  -18: 93003  -19: 94180  -20: 94715  
29. +1: 85273  +2: 85550  +3: 86380  +4: 86883  +5: 87526  +6: 88069  +7: 89132  +8: 89232  +9: 90110  +10: 90467  +11: 90961  +12: 91531  +13: 92436  +14: 93250  +15: 94580  +16: 94539  +17: 95634  +18: 96165  +19: 97002  +20: 97992  -1: 85145  -2: 85539  -3: 85937  -4: 86572  -5: 87575  -6: 87787  -7: 87871  -8: 89391  -9: 89531  -10: 90486  -11: 90824  -12: 91827  -13: 92227  -14: 93402  -15: 93834  -16: 94871  -17: 95850  -18: 96336  -19: 97583  -20: 98144  
Measure nested locks:
0. +1: 404  +2: 9  +3: 8  +4: 8  +5: 8  +6: 8  +7: 8  +8: 8  +9: 8  +10: 8  +11: 8  +12: 8  +13: 8  +14: 8  +15: 8  +16: 8  +17: 8  +18: 8  +19: 7  +20: 7  -1: 139  -2: 35  -3: 24  -4: 20  -5: 18  -6: 16  -7: 14  -8: 13  -9: 12  -10: 11  -11: 10  -12: 9  -13: 8  -14: 7  -15: 7  -16: 6  -17: 5  -18: 5  -19: 4  -20: 4  
1. +1: 7859  +2: 7463  +3: 7461  +4: 7462  +5: 7462  +6: 7461  +7: 7462  +8: 7461  +9: 7461  +10: 7461  +11: 7461  +12: 7460  +13: 7461  +14: 7461  +15: 7461  +16: 7461  +17: 7461  +18: 7461  +19: 7461  +20: 7461  -1: 7594  -2: 7488  -3: 7477  -4: 7475  -5: 7472  -6: 7470  -7: 7469  -8: 7468  -9: 7466  -10: 7465  -11: 7465  -12: 7463  -13: 7460  -14: 7461  -15: 7461  -16: 7460  -17: 7459  -18: 7459  -19: 7456  -20: 7457  
2. +1: 15411  +2: 15015  +3: 15013  +4: 15014  +5: 15014  +6: 15014  +7: 15015  +8: 15014  +9: 15014  +10: 15013  +11: 15013  +12: 15013  +13: 15014  +14: 15015  +15: 15013  +16: 15014  +17: 15014  +18: 15014  +19: 15014  +20: 15014  -1: 15147  -2: 15042  -3: 15031  -4: 15028  -5: 15026  -6: 15022  -7: 15022  -8: 15019  -9: 15019  -10: 15018  -11: 15019  -12: 15017  -13: 15013  -14: 15014  -15: 15015  -16: 15013  -17: 15012  -18: 15013  -19: 15009  -20: 15011  
3. +1: 23019  +2: 22623  +3: 22622  +4: 22622  +5: 22623  +6: 22623  +7: 22622  +8: 22619  +9: 22623  +10: 22621  +11: 22622  +12: 22621  +13: 22623  +14: 22623  +15: 22622  +16: 22622  +17: 22623  +18: 22622  +19: 22622  +20: 22623  -1: 22755  -2: 22649  -3: 22638  -4: 22636  -5: 22633  -6: 22629  -7: 22629  -8: 22622  -9: 22627  -10: 22626  -11: 22626  -12: 22624  -13: 22620  -14: 22622  -15: 22622  -16: 22619  -17: 22619  -18: 22620  -19: 22616  -20: 22617  
4. +1: 30759  +2: 30366  +3: 30365  +4: 30364  +5: 30365  +6: 30365  +7: 30365  +8: 30362  +9: 30365  +10: 30363  +11: 30365  +12: 30364  +13: 30366  +14: 30366  +15: 30363  +16: 30365  +17: 30365  +18: 30365  +19: 30362  +20: 30365  -1: 30498  -2: 30390  -3: 30382  -4: 30379  -5: 30376  -6: 30373  -7: 30372  -8: 30366  -9: 30370  -10: 30369  -11: 30368  -12: 30367  -13: 30363  -14: 30365  -15: 30365  -16: 30362  -17: 30363  -18: 30364  -19: 30358  -20: 30361  
5. +1: 38528  +2: 38135  +3: 38133  +4: 38132  +5: 38133  +6: 38134  +7: 38134  +8: 38131  +9: 38134  +10: 38132  +11: 38134  +12: 38133  +13: 38134  +14: 38135  +15: 38132  +16: 38133  +17: 38133  +18: 38133  +19: 38130  +20: 38134  -1: 38266  -2: 38158  -3: 38150  -4: 38147  -5: 38143  -6: 38140  -7: 38140  -8: 38133  -9: 38138  -10: 38137  -11: 38136  -12: 38135  -13: 38131  -14: 38133  -15: 38133  -16: 38131  -17: 38131  -18: 38132  -19: 38125  -20: 38129  
6. +1: 46350  +2: 45957  +3: 45955  +4: 45955  +5: 45955  +6: 45957  +7: 45956  +8: 45953  +9: 45955  +10: 45954  +11: 45956  +12: 45955  +13: 45955  +14: 45956  +15: 45954  +16: 45955  +17: 45956  +18: 45955  +19: 45953  +20: 45956  -1: 46084  -2: 45980  -3: 45972  -4: 45969  -5: 45965  -6: 45961  -7: 45962  -8: 45954  -9: 45960  -10: 45959  -11: 45958  -12: 45957  -13: 45953  -14: 45955  -15: 45955  -16: 45952  -17: 45953  -18: 45954  -19: 45947  -20: 45951  
7. +1: 54291  +2: 53898  +3: 53896  +4: 53896  +5: 53896  +6: 53897  +7: 53897  +8: 53894  +9: 53896  +10: 53895  +11: 53897  +12: 53896  +13: 53896  +14: 53897  +15: 53895  +16: 53896  +17: 53897  +18: 53896  +19: 53894  +20: 53897  -1: 54026  -2: 53922  -3: 53914  -4: 53911  -5: 53908  -6: 53904  -7: 53904  -8: 53897  -9: 53899  -10: 53901  -11: 53899  -12: 53899  -13: 53896  -14: 53896  -15: 53897  -16: 53895  -17: 53895  -18: 53896  -19: 53888  -20: 53892  
8. +1: 62050  +2: 61656  +3: 61655  +4: 61655  +5: 61655  +6: 61655  +7: 61656  +8: 61652  +9: 61655  +10: 61654  +11: 61656  +12: 61655  +13: 61652  +14: 61655  +15: 61654  +16: 61654  +17: 61656  +18: 61654  +19: 61652  +20: 61656  -1: 61784  -2: 61681  -3: 61671  -4: 61669  -5: 61666  -6: 61662  -7: 61662  -8: 61655  -9: 61657  -10: 61658  -11: 61657  -12: 61657  -13: 61654  -14: 61655  -15: 61656  -16: 61653  -17: 61654  -18: 61654  -19: 61646  -20: 61650  
9. +1: 69900  +2: 69507  +3: 69504  +4: 69505  +5: 69502  +6: 69506  +7: 69506  +8: 69502  +9: 69505  +10: 69504  +11: 69506  +12: 69506  +13: 69502  +14: 69506  +15: 69504  +16: 69503  +17: 69506  +18: 69504  +19: 69502  +20: 69505  -1: 69634  -2: 69530  -3: 69520  -4: 69519  -5: 69515  -6: 69510  -7: 69512  -8: 69502  -9: 69506  -10: 69508  -11: 69506  -12: 69507  -13: 69500  -14: 69504  -15: 69505  -16: 69502  -17: 69503  -18: 69503  -19: 69495  -20: 69498  
10. +1: 77479  +2: 77086  +3: 77084  +4: 77080  +5: 77082  +6: 77085  +7: 77085  +8: 77081  +9: 77084  +10: 77081  +11: 77085  +12: 77084  +13: 77082  +14: 77085  +15: 77083  +16: 77082  +17: 77085  +18: 77084  +19: 77081  +20: 77084  -1: 77214  -2: 77110  -3: 77100  -4: 77099  -5: 77094  -6: 77090  -7: 77092  -8: 77082  -9: 77086  -10: 77088  -11: 77086  -12: 77086  -13: 77080  -14: 77085  -15: 77085  -16: 77082  -17: 77083  -18: 77083  -19: 77075  -20: 77075  
11. +1: 85235  +2: 84841  +3: 84839  +4: 84836  +5: 84834  +6: 84840  +7: 84840  +8: 84836  +9: 84839  +10: 84837  +11: 84840  +12: 84840  +13: 84837  +14: 84836  +15: 84839  +16: 84837  +17: 84840  +18: 84839  +19: 84836  +20: 84836  -1: 84968  -2: 84864  -3: 84855  -4: 84852  -5: 84849  -6: 84844  -7: 84846  -8: 84836  -9: 84840  -10: 84842  -11: 84841  -12: 84840  -13: 84834  -14: 84838  -15: 84839  -16: 84837  -17: 84836  -18: 84838  -19: 84830  -20: 84829  
12. +1: 93079  +2: 92685  +3: 92683  +4: 92679  +5: 92678  +6: 92684  +7: 92683  +8: 92680  +9: 92683  +10: 92681  +11: 92684  +12: 92683  +13: 92681  +14: 92680  +15: 92682  +16: 92680  +17: 92684  +18: 92683  +19: 92680  +20: 92679  -1: 92812  -2: 92708  -3: 92698  -4: 92696  -5: 92693  -6: 92688  -7: 92690  -8: 92681  -9: 92685  -10: 92686  -11: 92685  -12: 92684  -13: 92679  -14: 92682  -15: 92683  -16: 92680  -17: 92681  -18: 92681  -19: 92674  -20: 92674  
13. +1: 100695  +2: 100301  +3: 100299  +4: 100296  +5: 100295  +6: 100301  +7: 100300  +8: 100295  +9: 100300  +10: 100297  +11: 100300  +12: 100300  +13: 100298  +14: 100297  +15: 100299  +16: 100297  +17: 100301  +18: 100300  +19: 100296  +20: 100296  -1: 100429  -2: 100324  -3: 100314  -4: 100312  -5: 100309  -6: 100305  -7: 100303  -8: 100296  -9: 100301  -10: 100302  -11: 100301  -12: 100300  -13: 100295  -14: 100299  -15: 100300  -16: 100297  -17: 100297  -18: 100297  -19: 100290  -20: 100290  
14. +1: 108475  +2: 108081  +3: 108079  +4: 108076  +5: 108075  +6: 108080  +7: 108078  +8: 108075  +9: 108079  +10: 108077  +11: 108079  +12: 108078  +13: 108077  +14: 108077  +15: 108079  +16: 108077  +17: 108081  +18: 108079  +19: 108076  +20: 108076  -1: 108209  -2: 108105  -3: 108095  -4: 108093  -5: 108090  -6: 108086  -7: 108084  -8: 108077  -9: 108081  -10: 108083  -11: 108081  -12: 108081  -13: 108076  -14: 108079  -15: 108081  -16: 108077  -17: 108078  -18: 108078  -19: 108071  -20: 108070  
15. +1: 116072  +2: 115678  +3: 115677  +4: 115673  +5: 115672  +6: 115677  +7: 115676  +8: 115673  +9: 115677  +10: 115675  +11: 115676  +12: 115676  +13: 115674  +14: 115674  +15: 115674  +16: 115673  +17: 115678  +18: 115677  +19: 115671  +20: 115673  -1: 115806  -2: 115701  -3: 115691  -4: 115689  -5: 115687  -6: 115681  -7: 115680  -8: 115674  -9: 115678  -10: 115680  -11: 115678  -12: 115678  -13: 115672  -14: 115676  -15: 115677  -16: 115674  -17: 115672  -18: 115674  -19: 115667  -20: 115666  
16. +1: 123793  +2: 123398  +3: 123397  +4: 123393  +5: 123393  +6: 123398  +7: 123396  +8: 123393  +9: 123397  +10: 123395  +11: 123396  +12: 123393  +13: 123395  +14: 123395  +15: 123394  +16: 123393  +17: 123399  +18: 123397  +19: 123392  +20: 123394  -1: 123526  -2: 123421  -3: 123411  -4: 123409  -5: 123407  -6: 123402  -7: 123400  -8: 123394  -9: 123398  -10: 123400  -11: 123398  -12: 123398  -13: 123393  -14: 123396  -15: 123397  -16: 123394  -17: 123392  -18: 123395  -19: 123387  -20: 123385  
17. +1: 131354  +2: 130960  +3: 130958  +4: 130955  +5: 130954  +6: 130959  +7: 130958  +8: 130955  +9: 130955  +10: 130957  +11: 130958  +12: 130955  +13: 130955  +14: 130957  +15: 130956  +16: 130955  +17: 130960  +18: 130959  +19: 130953  +20: 130954  -1: 131088  -2: 130983  -3: 130973  -4: 130971  -5: 130968  -6: 130964  -7: 130962  -8: 130956  -9: 130959  -10: 130962  -11: 130960  -12: 130957  -13: 130955  -14: 130957  -15: 130959  -16: 130955  -17: 130954  -18: 130956  -19: 130949  -20: 130943  
18. +1: 138991  +2: 138596  +3: 138593  +4: 138591  +5: 138591  +6: 138595  +7: 138594  +8: 138591  +9: 138591  +10: 138594  +11: 138594  +12: 138591  +13: 138591  +14: 138593  +15: 138592  +16: 138591  +17: 138596  +18: 138595  +19: 138590  +20: 138590  -1: 138724  -2: 138619  -3: 138610  -4: 138607  -5: 138605  -6: 138600  -7: 138597  -8: 138592  -9: 138595  -10: 138598  -11: 138596  -12: 138593  -13: 138591  -14: 138594  -15: 138595  -16: 138592  -17: 138590  -18: 138592  -19: 138585  -20: 138579  
19. +1: 146673  +2: 146279  +3: 146274  +4: 146273  +5: 146273  +6: 146276  +7: 146276  +8: 146273  +9: 146272  +10: 146276  +11: 146276  +12: 146273  +13: 146273  +14: 146275  +15: 146274  +16: 146273  +17: 146279  +18: 146277  +19: 146271  +20: 146272  -1: 146406  -2: 146301  -3: 146293  -4: 146288  -5: 146288  -6: 146283  -7: 146280  -8: 146275  -9: 146278  -10: 146280  -11: 146279  -12: 146276  -13: 146274  -14: 146276  -15: 146278  -16: 146275  -17: 146273  -18: 146275  -19: 146268  -20: 146262  
20. +1: 153986  +2: 153593  +3: 153588  +4: 153588  +5: 153587  +6: 153590  +7: 153591  +8: 153584  +9: 153586  +10: 153590  +11: 153590  +12: 153587  +13: 153587  +14: 153589  +15: 153589  +16: 153588  +17: 153592  +18: 153591  +19: 153586  +20: 153584  -1: 153721  -2: 153615  -3: 153607  -4: 153603  -5: 153602  -6: 153598  -7: 153594  -8: 153590  -9: 153592  -10: 153595  -11: 153593  -12: 153591  -13: 153588  -14: 153590  -15: 153593  -16: 153590  -17: 153588  -18: 153590  -19: 153583  -20: 153577  
21. +1: 161595  +2: 161201  +3: 161196  +4: 161196  +5: 161195  +6: 161198  +7: 161199  +8: 161192  +9: 161194  +10: 161198  +11: 161198  +12: 161195  +13: 161195  +14: 161197  +15: 161196  +16: 161195  +17: 161200  +18: 161198  +19: 161193  +20: 161191  -1: 161329  -2: 161223  -3: 161214  -4: 161210  -5: 161210  -6: 161205  -7: 161202  -8: 161197  -9: 161200  -10: 161201  -11: 161201  -12: 161198  -13: 161196  -14: 161197  -15: 161199  -16: 161197  -17: 161194  -18: 161197  -19: 161190  -20: 161184  
22. +1: 169211  +2: 168816  +3: 168812  +4: 168810  +5: 168811  +6: 168814  +7: 168814  +8: 168807  +9: 168810  +10: 168814  +11: 168814  +12: 168811  +13: 168811  +14: 168813  +15: 168813  +16: 168811  +17: 168815  +18: 168815  +19: 168809  +20: 168806  -1: 168944  -2: 168838  -3: 168829  -4: 168825  -5: 168825  -6: 168819  -7: 168817  -8: 168812  -9: 168814  -10: 168816  -11: 168816  -12: 168813  -13: 168811  -14: 168812  -15: 168814  -16: 168812  -17: 168809  -18: 168812  -19: 168805  -20: 168799  
23. +1: 176694  +2: 176297  +3: 176295  +4: 176293  +5: 176294  +6: 176297  +7: 176297  +8: 176290  +9: 176293  +10: 176297  +11: 176297  +12: 176294  +13: 176295  +14: 176296  +15: 176296  +16: 176294  +17: 176299  +18: 176298  +19: 176291  +20: 176289  -1: 176425  -2: 176322  -3: 176312  -4: 176308  -5: 176307  -6: 176302  -7: 176299  -8: 176291  -9: 176298  -10: 176300  -11: 176300  -12: 176294  -13: 176295  -14: 176295  -15: 176298  -16: 176296  -17: 176293  -18: 176296  -19: 176289  -20: 176282  
24. +1: 184260  +2: 183860  +3: 183859  +4: 183859  +5: 183860  +6: 183864  +7: 183863  +8: 183856  +9: 183859  +10: 183863  +11: 183862  +12: 183860  +13: 183861  +14: 183862  +15: 183862  +16: 183859  +17: 183863  +18: 183864  +19: 183858  +20: 183856  -1: 183991  -2: 183888  -3: 183876  -4: 183875  -5: 183874  -6: 183869  -7: 183866  -8: 183858  -9: 183864  -10: 183867  -11: 183866  -12: 183861  -13: 183862  -14: 183858  -15: 183865  -16: 183863  -17: 183860  -18: 183862  -19: 183855  -20: 183849  
25. +1: 191616  +2: 191219  +3: 191219  +4: 191219  +5: 191219  +6: 191223  +7: 191222  +8: 191215  +9: 191219  +10: 191221  +11: 191222  +12: 191215  +13: 191220  +14: 191221  +15: 191221  +16: 191219  +17: 191223  +18: 191223  +19: 191215  +20: 191215  -1: 191350  -2: 191246  -3: 191235  -4: 191234  -5: 191233  -6: 191228  -7: 191225  -8: 191214  -9: 191223  -10: 191226  -11: 191224  -12: 191220  -13: 191220  -14: 191217  -15: 191222  -16: 191222  -17: 191219  -18: 191222  -19: 191214  -20: 191208  
26. +1: 199158  +2: 198760  +3: 198761  +4: 198761  +5: 198761  +6: 198765  +7: 198764  +8: 198758  +9: 198761  +10: 198763  +11: 198764  +12: 198757  +13: 198762  +14: 198763  +15: 198763  +16: 198761  +17: 198764  +18: 198765  +19: 198757  +20: 198757  -1: 198891  -2: 198788  -3: 198776  -4: 198775  -5: 198773  -6: 198769  -7: 198766  -8: 198756  -9: 198765  -10: 198763  -11: 198765  -12: 198760  -13: 198761  -14: 198758  -15: 198762  -16: 198762  -17: 198760  -18: 198762  -19: 198755  -20: 198749  
27. +1: 206670  +2: 206273  +3: 206273  +4: 206273  +5: 206273  +6: 206277  +7: 206276  +8: 206270  +9: 206273  +10: 206276  +11: 206275  +12: 206269  +13: 206275  +14: 206275  +15: 206275  +16: 206273  +17: 206276  +18: 206277  +19: 206269  +20: 206269  -1: 206404  -2: 206301  -3: 206290  -4: 206288  -5: 206287  -6: 206282  -7: 206280  -8: 206269  -9: 206278  -10: 206277  -11: 206279  -12: 206274  -13: 206274  -14: 206271  -15: 206276  -16: 206276  -17: 206273  -18: 206276  -19: 206269  -20: 206263  
28. +1: 214261  +2: 213864  +3: 213864  +4: 213864  +5: 213864  +6: 213868  +7: 213866  +8: 213861  +9: 213863  +10: 213866  +11: 213866  +12: 213860  +13: 213866  +14: 213866  +15: 213866  +16: 213864  +17: 213867  +18: 213868  +19: 213859  +20: 213859  -1: 213992  -2: 213891  -3: 213880  -4: 213878  -5: 213877  -6: 213872  -7: 213869  -8: 213859  -9: 213868  -10: 213866  -11: 213867  -12: 213864  -13: 213864  -14: 213861  -15: 213863  -16: 213866  -17: 213863  -18: 213866  -19: 213859  -20: 213853  
29. +1: 221874  +2: 221474  +3: 221477  +4: 221477  +5: 221477  +6: 221480  +7: 221479  +8: 221474  +9: 221477  +10: 221479  +11: 221479  +12: 221473  +13: 221479  +14: 221480  +15: 221479  +16: 221477  +17: 221480  +18: 221481  +19: 221472  +20: 221472  -1: 221605  -2: 221506  -3: 221494  -4: 221492  -5: 221490  -6: 221487  -7: 221483  -8: 221473  -9: 221482  -10: 221481  -11: 221481  -12: 221478  -13: 221478  -14: 221475  -15: 221478  -16: 221479  -17: 221477  -18: 221479  -19: 221473  -20: 221467  
